DateID,ProductID,StoreID,CustomerID,QuantityOrdered,OrderAmount,DiscountAmount,Shipping Cost,TotalAmount
20240728,625,86,952,12,421,8.590182983370727,38.920227427380496,373.4895895892488
20240728,491,86,414,1,448,36.73154288008894,26.645968399147247,384.62248872076384
20240728,615,86,142,20,274,36.24275194751616,25.19164007886577,212.56560797361806
20240728,664,86,291,10,509,34.22792932502736,65.8282281997422,408.94384247523044
20240728,217,86,649,1,629,60.505896734480174,82.82793345097102,485.6661698145488
20240728,397,86,7,3,493,35.88051951075151,62.81489799237275,394.30458249687575
20240728,177,86,228,15,657,96.5684284180253,96.84471248710022,463.58685909487446
20240728,551,86,802,3,731,35.46484336830168,38.66089202504871,656.8742646066496
20240728,729,86,478,20,789,86.2445023598075,64.15762258493494,638.5978750552575
20240728,259,86,70,19,581,36.384159539927985,46.33240216951328,498.2834382905587
20240728,144,86,460,20,847,83.41489176421499,120.86326694973971,642.7218412860453
20240728,445,86,888,19,288,35.53774477503918,36.79614762948778,215.66610759547305
20240728,563,86,123,5,966,88.67436244304945,130.59430670965125,746.7313308472993
20240728,149,86,907,15,366,51.28126221408008,29.607589682482647,285.11114810343724
20240728,723,86,832,5,321,39.15669821337317,25.81583805625183,256.027463730375
20240728,680,86,909,2,113,7.46155962934987,10.7417248886655,94.79671548198463
20240728,676,86,377,8,802,101.07640172545726,62.74308584423846,638.1805124303042
20240728,17,86,720,11,942,45.966566001853415,64.81272681892341,831.2207071792232
20240728,427,86,863,12,795,94.62553001234167,74.53983395577795,625.8346360318803
20240728,42,86,535,18,885,127.35462899130452,65.46718577041588,692.1781852382796
20240728,391,86,900,4,783,83.82165907828778,51.070855270985334,648.1074856507269
20240728,94,86,790,13,541,65.21209499697464,35.393002203843714,440.39490279918164
20240728,527,86,376,2,318,7.822038388242666,33.57658118469905,276.6013804270583
20240728,828,86,737,20,140,3.375872797239737,10.280676747260951,126.34345045549931
20240728,879,86,382,17,265,37.632851321554234,27.28314407783249,200.08400460061327
20240728,980,86,871,15,137,17.991889366384534,19.986782719793478,99.02132791382199
20240728,264,86,275,17,720,81.1928958083876,53.46285099476678,585.3442531968456
20240728,62,86,503,18,130,4.498160380954076,13.495900504113168,112.00593911493276
20240728,267,86,814,3,879,112.9463539983061,82.38933474038078,683.6643112613131
20240728,567,86,191,7,427,44.643207074322056,34.7762509812811,347.5805419443968
20240728,141,86,496,20,237,23.627846011932483,33.362512590521135,180.00964139754637
20240728,701,86,76,18,785,111.01331478314815,76.96701766020334,597.0196675566485
20240728,872,86,498,19,275,12.175126658526054,38.17302196526753,224.65185137620642
20240728,209,86,761,13,977,91.04365864139346,79.79186983190995,806.1644715266966
20240728,717,86,215,13,770,44.43540120181744,111.59093024783175,613.9736685503508
20240728,809,86,264,2,733,48.84402864015016,82.65978252200871,601.4961888378411
20240728,137,86,215,13,244,15.802336788015213,33.871909070348885,194.3257541416359
20240728,206,86,230,17,645,79.79627602876917,56.95212735116508,508.25159662006575
20240728,317,86,907,6,916,79.36554469260207,111.00385518977761,725.6306001176204
20240728,991,86,820,19,218,26.29443069428753,26.978332843619857,164.7272364620926
20240728,15,86,636,1,789,101.60632161731552,96.76228633170243,590.6313920509821
20240728,670,86,5,1,393,25.396984241948566,45.762910963606174,321.84010479444527
20240728,631,86,258,12,652,23.596168013262645,90.43731452483414,537.9665174619032
20240728,643,86,743,12,225,12.062215794219203,27.322028732921904,185.6157554728589
20240728,349,86,539,7,418,9.025950363721659,54.95699502807143,354.0170546082069
20240728,208,86,180,7,689,67.34062977089363,36.16726061336698,585.4921096157394
20240728,337,86,425,8,448,28.94348379453434,34.28471025935515,384.7718059461105
20240728,438,86,622,2,750,85.09102078916558,79.0981744165077,585.8108047943267
20240728,14,86,716,18,424,61.59501965018053,42.494166867959684,319.9108134818598
20240728,546,86,683,12,181,19.528613625775883,26.478640943498622,134.9927454307255
20240728,747,86,434,4,679,42.01495320938254,34.67065883215854,602.314387958459
20240728,76,86,522,19,629,81.07056343326225,38.8083725860221,509.12106398071563
20240728,571,86,974,2,904,60.07897414183099,128.1543629787604,715.7666628794086
20240728,996,86,280,11,542,59.9753773330043,35.265221933772274,446.7594007332234
20240728,24,86,157,16,814,39.66614187366746,83.33833163492123,690.9955264914113
20240728,592,86,475,6,589,40.36010520704557,80.30913870979992,468.3307560831545
20240728,143,86,484,19,813,50.22031836468811,71.96626381745644,690.8134178178555
20240728,549,86,598,2,183,11.805444177314538,25.811541350672627,145.38301447201283
20240728,588,86,85,2,557,67.88495630099493,56.995404497540825,432.1196392014642
20240728,891,86,948,5,138,4.721853849570521,14.329488874971108,118.94865727545837
20240728,462,86,977,8,740,94.23230691105157,59.31367869676309,586.4540143921854
20240728,959,86,262,18,529,23.085191598155312,61.229791740945814,444.6850166608989
20240728,524,86,436,17,561,22.33482370224291,77.79150274081051,460.8736735569466
20240728,855,86,332,17,258,7.318236827574795,31.699802036154473,218.98196113627074
20240728,384,86,558,5,767,80.81002578369883,56.7029845967761,629.486989619525
20240728,970,86,602,4,295,9.557256574550163,21.818117798565606,263.6246256268842
20240728,619,86,695,9,877,110.51318500413231,91.21445488147712,675.2723601143905
20240728,717,86,781,5,282,7.634973466085972,30.858709028711505,243.50631750520253
20240728,739,86,283,11,212,24.050030113533513,25.546915767612276,162.40305411885421
20240728,203,86,635,2,404,19.056727042329623,32.37407628450784,352.56919667316254
20240728,304,86,47,4,343,38.64580615004005,50.955208194633684,253.39898565532627
20240728,221,86,277,7,199,9.232892717791671,23.06945596889968,166.69765131330865
20240728,820,86,183,17,928,33.076998148343534,124.88976859850442,770.033233253152
20240728,416,86,500,8,301,35.50180196932152,44.06516372979855,221.43303430087994
20240728,95,86,139,13,895,84.11635024109351,55.998622702135684,754.8850270567708
20240728,934,86,316,7,811,96.61580605343475,74.46193581039951,639.9222581361657
20240728,4,86,942,2,543,71.61007812491465,69.08065461595375,402.3092672591316
20240728,487,86,826,7,881,119.67287528575082,109.21170614586562,652.1154185683836
20240728,51,86,878,13,651,45.28561147143532,75.4805893815189,530.2337991470458
20240728,938,86,150,12,829,50.204994906617294,48.61690102671329,730.1781040666694
20240728,202,86,800,3,838,118.95164480506617,44.8292515136011,674.2191036813327
20240728,778,86,224,6,752,77.29488234127928,103.93619839092608,570.7689192677947
20240728,13,86,381,9,965,84.08376545451326,77.97542251526194,802.9408120302248
20240728,943,86,246,17,346,10.59352332989152,36.13985122538136,299.26662544472714
20240728,449,86,271,19,460,42.689429387092254,67.67095489227958,349.63961572062817
20240728,58,86,859,18,808,102.80961200400307,115.37246425437058,589.8179237416264
20240728,953,86,675,8,161,20.565596771108513,9.24172473310432,131.19267849578716
20240728,939,86,344,7,431,59.30017693474881,55.56967605881975,316.13014700643146
20240728,156,86,173,14,220,4.684625138418238,31.615744537713308,183.69963032386846
20240728,683,86,431,19,958,77.08429343779702,126.88358779190825,754.0321187702948
20240728,944,86,867,20,591,81.72959481632519,52.034820260116,457.2355849235588
20240728,997,86,776,6,674,89.4150023988869,38.86538376967271,545.7196138314404
20240728,662,86,497,13,273,28.425155843502374,17.206375541801727,227.3684686146959
20240728,870,86,421,14,827,123.26865120963896,97.15455715440366,606.5767916359573
20240728,769,86,996,4,428,25.543641073380446,26.68901598636468,375.7673429402549
20240728,226,86,98,8,912,99.91772942391717,89.7641476848724,722.3181228912105
20240728,957,86,957,16,592,33.90076777471175,59.98715373094642,498.11207849434186
20240728,356,86,501,17,777,41.534346702659896,90.47510036609653,644.9905529312435
20240728,282,86,239,9,769,69.07822847351694,62.228951587031816,637.6928199394513
20240728,764,86,737,3,588,32.221682864179066,50.39824606105426,505.38007107476665
20240728,85,86,118,12,901,82.9438203289458,57.536127816188596,760.5200518548656
20240728,378,86,658,15,225,31.429282100100778,29.470838793776856,164.09987910612236
20240728,378,86,691,11,399,15.134260033294485,34.93113588752186,348.93460407918366
20240728,448,86,309,16,698,40.42050827717916,45.871160574410446,611.7083311484104
20240728,140,86,850,16,609,81.74885208593187,51.65751313452001,475.5936347795481
20240728,699,86,508,9,889,32.53901383560613,125.9561000793009,730.504886085093
20240728,454,86,627,18,814,95.53992133083912,114.98038761647169,603.4796910526892
20240728,325,86,922,20,200,18.27829764562238,25.124081596193825,156.59762075818378
20240728,308,86,327,9,610,90.53265415996397,90.66466273040274,428.8026831096333
20240728,939,86,679,9,101,5.678127938535406,7.301464440599727,88.02040762086487
20240728,581,86,397,12,224,31.667910145839777,20.663507929232033,171.6685819249282
20240728,771,86,604,12,668,40.19763592818622,64.85912715975901,562.9432369120548
20240728,473,86,935,13,859,42.57074675959006,107.0412665387108,709.3879867016991
20240728,854,86,697,19,807,59.33180052459674,59.633346001176335,688.0348534742269
20240728,932,86,517,11,877,67.59119930789826,117.03333734977852,692.3754633423232
20240728,553,86,478,15,356,15.862554907943338,37.59497743822802,302.5424676538286
20240728,229,86,815,7,492,53.264011859005485,58.46043374750309,380.27555439349146
20240728,454,86,854,8,629,21.188204475729854,38.65461634521688,569.1571791790533
20240728,630,86,846,7,808,27.942320461743755,47.6691666435888,732.3885128946674
20240728,813,86,237,2,558,70.7387600648562,71.56325440809293,415.6979855270509
20240728,859,86,359,1,308,18.1628178302845,26.223940914009574,263.61324125570593
20240728,553,86,647,9,490,15.158151387720292,56.96866970804473,417.873178904235
20240728,114,86,278,4,252,22.781938900932946,20.472583601304198,208.74547749776286
20240728,856,86,422,18,502,22.28180926038551,70.4856072532329,409.2325834863816
20240728,563,86,371,13,885,99.73288459251282,112.45237108450638,672.8147443229808
20240728,738,86,17,4,230,10.148248011367965,20.57694769285204,199.27480429578
20240728,413,86,109,20,862,88.9096518283489,44.813018158902175,728.277330012749
20240728,888,86,947,10,471,31.782972115248032,54.57687342872505,384.64015445602695
20240728,101,86,385,14,262,19.27941017138866,32.46789595967273,210.2526938689386
20240728,915,86,688,15,620,75.42648920348286,50.323707763414134,494.24980303310303
20240728,420,86,434,7,684,35.582792038539736,83.20068602294944,565.2165219385108
20240728,328,86,198,16,973,96.56095297969702,143.5024402100412,732.9366068102618
20240728,665,86,318,9,202,27.759283633615997,20.500961374109227,153.73975499227478
20240728,978,86,791,3,344,35.44848012718734,46.675424081356184,261.87609579145646
20240728,105,86,954,11,869,30.806158009343935,62.75637076809315,775.4374712225629
20240728,78,86,214,17,158,7.222695307254531,23.18262290457709,127.59468178816837
20240728,58,86,220,14,609,59.85572237605046,81.63486292407374,467.50941469987583
20240728,985,86,898,10,948,60.19030363620701,111.07240948996163,776.7372868738314
20240728,466,86,346,9,398,30.22182332910957,43.77238918836197,324.0057874825285
20240728,198,86,219,2,846,65.7513508514631,77.55373265446293,702.6949164940739
20240728,934,86,11,17,245,12.454697074627125,14.758024058105656,217.78727886726722
20240728,264,86,42,6,390,52.66689181241946,39.96261407426563,297.3704941133149
20240728,768,86,206,12,248,21.396900092230958,20.573022630815014,206.03007727695405
20240728,403,86,445,6,840,67.01940366041588,94.23242352057129,678.7481728190128
20240728,977,86,636,9,553,77.71782002888824,65.35550208172927,409.9266778893825
20240728,282,86,576,3,107,5.2133163844703665,13.171396647314284,88.61528696821534
20240728,949,86,327,9,648,25.548993970556662,44.1879465669235,578.2630594625198
20240728,241,86,751,3,341,49.053276995224905,21.325870744954383,270.6208522598207
20240728,404,86,176,4,114,7.1630370341298235,15.146178167821152,91.69078479804902
20240728,118,86,599,2,479,12.637194912168404,35.16456914187562,431.19823594595596
20240728,645,86,651,16,358,45.92514663589283,22.925589879335135,289.14926348477206
20240728,265,86,448,5,312,22.87010111831642,31.074502876068188,258.0553960056154
20240728,677,86,552,17,553,65.70034849071484,37.276337506022024,450.0233140032631
20240728,504,86,319,10,436,64.26920874776755,47.343030246194644,324.3877610060378
20240728,593,86,284,11,811,25.536462997636278,88.29663883696185,697.1668981654019
20240728,769,86,540,3,872,17.911700463492775,117.39496082126696,736.6933387152403
20240728,233,86,339,5,280,25.39531752100193,32.87983348868571,221.72484899031235
20240728,844,86,252,5,708,59.7793914078209,61.556913214316765,586.6636953778623
20240728,855,86,722,18,487,31.225632346164517,34.48446116956026,421.2899064842752
20240728,573,86,994,8,191,18.833543314950518,19.361801865874565,152.8046548191749
20240728,480,86,292,1,839,20.303234516867313,73.4470869959266,745.2496784872061
20240728,312,86,797,19,447,65.97269484455963,54.01713304771826,327.0101721077221
20240728,407,86,892,14,984,47.02604502771703,50.878725834139466,886.0952291381435
20240728,946,86,535,11,830,89.2586281458843,97.92142204523253,642.8199498088832
20240728,118,86,473,3,283,8.695465036265807,17.282639385484085,257.0218955782501
20240728,354,86,912,3,299,24.76453044126419,16.204383856306386,258.03108570242944
20240728,346,86,130,13,411,9.438814984710852,33.84200332624086,367.7191816890483
